segment,product_name,category,P,H,C,L,R,prompt,marketing_copy,
Segment 152,RoadRider E-Bike,Mobility / Green Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Family-oriented
- Primary value: Quality
- Preferred channel: Online
- Product preference: Automotive
- Personality: Extroverted

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Rev up your family's adventures with the RoadRider E-Bike! Designed
for quality and convenience, our e-bike boasts a long battery
life and fast charging, ensuring you’re always ready for your
next outing. With GPS tracking and smartphone integration, you can
explore the great outdoors while staying connected—perfect for your extroverted
lifestyle!",
Segment 152,TravelGo Insurance App,FinTech / Travel,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Family-oriented
- Primary value: Quality
- Preferred channel: Online
- Product preference: Automotive
- Personality: Extroverted

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Hey there, adventure-loving families! With the TravelGo Insurance App, you
can hit the road with confidence, knowing you have real-time
claims support and AI-driven risk predictions at your fingertips. Enjoy
every mile, worry-free, with our 24/7 assistance tailored just for
your family's travels!",
Segment 153,LuxSkin Anti-Aging Serum,Beauty & Wellness,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Tech-savvy
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Groceries
- Personality: Conscientious

Product:
- Name: LuxSkin Anti-Aging Serum
- Category: Beauty & Wellness
- Features: Vitamin C, retinol blend, dermatologist-tested, subscription delivery

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your skincare game with LuxSkin Anti-Aging Serum—where innovation meets
convenience. Packed with a powerful blend of Vitamin C and
retinol, our dermatologist-tested formula helps you unlock radiant, youthful skin,
all delivered right to your doorstep. Join our subscription service
today and experience the future of beauty at your fingertips!",
Segment 153,RoadRider E-Bike,Mobility / Green Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Tech-savvy
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Groceries
- Personality: Conscientious

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Unlock the future of grocery runs with the RoadRider E-Bike!
With its long battery life and lightning-fast charge, you’ll breeze
through your errands while keeping your eco-footprint low. Plus, our
smartphone integration and GPS tracking ensure you’re always in control—ride
smarter, live greener!",
Segment 153,TravelGo Insurance App,FinTech / Travel,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Tech-savvy
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Groceries
- Personality: Conscientious

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your travel game with the TravelGo Insurance App –
where innovation meets convenience! Enjoy real-time claims and AI-driven risk
predictions, all at your fingertips, so you can focus on
what matters most: your adventures. Download now and experience 24/7
support that travels as far as you do!",
Segment 153,QuickCart+ Grocery App,Retail / eCommerce,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Tech-savvy
- Primary value: Innovation
- Preferred channel: Social
- Product preference: Groceries
- Personality: Conscientious

Product:
- Name: QuickCart+ Grocery App
- Category: Retail / eCommerce
- Features: One-hour delivery, smart reordering, loyalty rewards, app-exclusive deals

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your grocery shopping experience with QuickCart+—the app designed for
the tech-savvy and innovation-driven! Enjoy one-hour delivery, smart reordering, and
exclusive deals that reward your conscientious choices. Join our community
on social to discover how easy and efficient grocery shopping
can be!",
Segment 154,QuickCart+ Grocery App,Retail / eCommerce,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Convenience
- Preferred channel: Online
- Product preference: Apparel
- Personality: Conscientious

Product:
- Name: QuickCart+ Grocery App
- Category: Retail / eCommerce
- Features: One-hour delivery, smart reordering, loyalty rewards, app-exclusive deals

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your health-conscious lifestyle with QuickCart+! Enjoy the convenience of
one-hour grocery delivery, smart reordering for your essentials, and exclusive
deals—all at your fingertips. Join our community of conscientious shoppers
today and savor the rewards of effortless healthy living!",
Segment 154,LuxSkin Anti-Aging Serum,Beauty & Wellness,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Convenience
- Preferred channel: Online
- Product preference: Apparel
- Personality: Conscientious

Product:
- Name: LuxSkin Anti-Aging Serum
- Category: Beauty & Wellness
- Features: Vitamin C, retinol blend, dermatologist-tested, subscription delivery

Output: A short, engaging ad copy (2–3 sentences).
    ","Unlock the secret to radiant, youthful skin with LuxSkin Anti-Aging
Serum, expertly crafted with a powerful blend of Vitamin C
and retinol. Designed for your busy lifestyle, our dermatologist-tested formula
is delivered right to your door, ensuring you never miss
a moment of self-care. Elevate your beauty routine effortlessly—because your
skin deserves the very best!",
Segment 154,EduMentor AI Learning Platform,Education / Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Convenience
- Preferred channel: Online
- Product preference: Apparel
- Personality: Conscientious

Product:
- Name: EduMentor AI Learning Platform
- Category: Education / Tech
- Features: Adaptive learning, personalized recommendations, gamified quizzes

Output: A short, engaging ad copy (2–3 sentences).
    ","Unlock your potential with EduMentor AI Learning Platform—where convenience meets
cutting-edge education. Our adaptive learning features and personalized recommendations make
mastering new skills a seamless experience, all from the comfort
of your home. Dive into engaging, gamified quizzes that keep
your health-conscious lifestyle in mind while you learn!",
Segment 154,EcoBrew Reusable Coffee Cup,Sustainability / Lifestyle,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Convenience
- Preferred channel: Online
- Product preference: Apparel
- Personality: Conscientious

Product:
- Name: EcoBrew Reusable Coffee Cup
- Category: Sustainability / Lifestyle
- Features: BPA-free, temperature control, made from recycled materials, customizable design

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your coffee ritual with the EcoBrew Reusable Coffee Cup—a
perfect blend of convenience and sustainability for the health-conscious lifestyle
you embrace. Made from recycled materials and designed to keep
your beverages at the ideal temperature, this BPA-free cup is
customizable to reflect your unique style. Join us in making
mindful choices—sip sustainably and look good doing it!",
Segment 155,PetPal Automatic Feeder,Pet Tech,1,1,0,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Brand
- Preferred channel: In-store
- Product preference: Electronics
- Personality: Analytical

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your pet care routine with the PetPal Automatic Feeder,
designed for eco-conscious tech enthusiasts like you. With smart scheduling,
portion control, and real-time camera access, you can ensure your
furry friend is well-fed while minimizing waste. Visit us in-store
today to explore how PetPal combines cutting-edge technology with sustainable
practices, all tailored for your analytical lifestyle!",
Segment 155,TravelGo Insurance App,FinTech / Travel,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Brand
- Preferred channel: In-store
- Product preference: Electronics
- Personality: Analytical

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Discover peace of mind on your eco-conscious adventures with the
TravelGo Insurance App. Our cutting-edge, AI-powered technology offers real-time claims
and personalized risk predictions, ensuring you stay informed and supported
24/7. Visit us in-store to explore how TravelGo complements your
sustainable lifestyle while protecting your travels, one trip at a
time.",
